"","lon","lat","SpeciesName","Status","CCAA"
"72",-6.119281,37.428341,"Agave americana","Invasive","Andalucía"
"73",-6.339693,36.673873,"Agave americana","Invasive","Andalucía"
"74",-4.89409,37.260094,"Agave americana","Invasive","Andalucía"
"75",-3.425005,36.923445,"Agave americana","Invasive","Andalucía"
"76",-6.434559,36.714909,"Agave americana","Invasive","Andalucía"
"77",-2.112348,36.791316,"Agave americana","Invasive","Andalucía"
"78",-2.102648,36.762868,"Agave americana","Invasive","Andalucía"
"79",-6.089512,37.355866,"Agave americana","Invasive","Andalucía"
"80",-2.10996,36.787238,"Agave americana","Invasive","Andalucía"
"81",-4.556556,37.014681,"Agave americana","Invasive","Andalucía"
"82",-5.587861,36.014211,"Agave americana","Invasive","Andalucía"
"83",-5.616417,36.853252,"Agave americana","Invasive","Andalucía"
"84",-6.353968,36.634317,"Agave americana","Invasive","Andalucía"
"85",-4.412706,36.722575,"Agave americana","Invasive","Andalucía"
"86",-5.607091,36.019235,"Agave americana","Invasive","Andalucía"
"87",-4.799261,37.875175,"Agave americana","Invasive","Andalucía"
"88",-6.039526,37.378962,"Agave americana","Invasive","Andalucía"
"89",-5.236111,36.340556,"Agave americana","Invasive","Andalucía"
"90",-3.844504,36.762478,"Agave americana","Invasive","Andalucía"
"91",-4.805186,37.933901,"Agave americana","Invasive","Andalucía"
"92",-5.745353,37.371749,"Agave americana","Invasive","Andalucía"
"93",-1.923024,37.253111,"Agave americana","Invasive","Andalucía"
"94",-5.166115,36.750265,"Agave americana","Invasive","Andalucía"
"95",-3.733333,37.764444,"Agave americana","Invasive","Andalucía"
"96",-2.041111,37.343889,"Agave americana","Invasive","Andalucía"
"97",-2.944536,37.563771,"Agave americana","Invasive","Andalucía"
"98",-3.844538,36.762272,"Agave americana","Invasive","Andalucía"
"99",-4.803049,36.932514,"Agave americana","Invasive","Andalucía"
"100",-2.040278,37.344444,"Agave americana","Invasive","Andalucía"
"101",-2.470018,36.840023,"Agave americana","Invasive","Andalucía"
"102",-1.679042,37.355328,"Agave americana","Invasive","Andalucía"
"103",-3.592581,37.181086,"Agave americana","Invasive","Andalucía"
"104",-4.803478,36.93273,"Agave americana","Invasive","Andalucía"
"105",-4.797369,38.222655,"Agave americana","Invasive","Andalucía"
"106",-4.643166,36.512975,"Agave americana","Invasive","Andalucía"
"107",-2.2848,37.098805,"Agave americana","Invasive","Andalucía"
"108",-3.845784,36.762637,"Agave americana","Invasive","Andalucía"
"109",-4.803568,36.932783,"Agave americana","Invasive","Andalucía"
"110",-4.384958,37.096219,"Agave americana","Invasive","Andalucía"
"111",-4.197517,36.882292,"Agave americana","Invasive","Andalucía"
"112",-3.590278,37.185278,"Agave americana","Invasive","Andalucía"
"113",-6.20792,36.603378,"Agave americana","Invasive","Andalucía"
"114",-3.844932,36.762365,"Agave americana","Invasive","Andalucía"
"115",-5.825167,36.117297,"Agave americana","Invasive","Andalucía"
"116",-4.926317,36.500026,"Agave americana","Invasive","Andalucía"
"117",-3.615027,37.190163,"Agave americana","Invasive","Andalucía"
"118",-3.194432,36.964243,"Agave americana","Invasive","Andalucía"
"119",-3.19426,36.96434,"Agave americana","Invasive","Andalucía"
"120",-4.139664,37.1749,"Agave americana","Invasive","Andalucía"
"121",-4.661325,36.648905,"Agave americana","Invasive","Andalucía"
"122",-6.080202,36.655311,"Agave americana","Invasive","Andalucía"
"123",-1.653238,37.360783,"Agave americana","Invasive","Andalucía"
"124",-6.239385,37.504435,"Agave americana","Invasive","Andalucía"
"125",-4.872982,36.853349,"Agave americana","Invasive","Andalucía"
"126",-5.140382,36.800651,"Agave americana","Invasive","Andalucía"
"127",-4.898325,38.434235,"Agave americana","Invasive","Andalucía"
"128",-3.021152,36.751063,"Agave americana","Invasive","Andalucía"
"129",-1.977735,37.182799,"Agave americana","Invasive","Andalucía"
"130",-2.133867,37.410282,"Agave americana","Invasive","Andalucía"
"131",-3.604899,37.183565,"Agave americana","Invasive","Andalucía"
"132",-4.872895,36.853255,"Agave americana","Invasive","Andalucía"
"133",-5.933695,37.39155,"Agave americana","Invasive","Andalucía"
"134",-6.297191,36.70363,"Agave americana","Invasive","Andalucía"
"135",-5.166555,36.738869,"Agave americana","Invasive","Andalucía"
"136",-6.005405,37.398109,"Agave americana","Invasive","Andalucía"
"137",-2.078111,36.802733,"Agave americana","Invasive","Andalucía"
"138",-5.4111,36.880091,"Agave americana","Invasive","Andalucía"
"139",-6.393237,36.636668,"Agave americana","Invasive","Andalucía"
"140",-5.323336,36.590294,"Agave americana","Invasive","Andalucía"
"141",-4.571636,36.577176,"Agave americana","Invasive","Andalucía"
"142",-5.456222,36.137976,"Agave americana","Invasive","Andalucía"
"143",-4.42458,36.747037,"Ailanthus altissima","Invasive","Andalucía"
"144",-4.381474,37.901996,"Ailanthus altissima","Invasive","Andalucía"
"145",-3.597755,37.178945,"Ailanthus altissima","Invasive","Andalucía"
"146",-6.011349,37.406748,"Ailanthus altissima","Invasive","Andalucía"
"147",-3.963987,36.757388,"Ailanthus altissima","Invasive","Andalucía"
"148",-3.521927,36.828243,"Ailanthus altissima","Invasive","Andalucía"
"149",-5.975383,37.384351,"Ailanthus altissima","Invasive","Andalucía"
"150",-6.096125,37.251375,"Ailanthus altissima","Invasive","Andalucía"
"151",-4.554801,37.018129,"Ailanthus altissima","Invasive","Andalucía"
"152",-5.161187,36.739818,"Ailanthus altissima","Invasive","Andalucía"
"153",-5.706464,37.93246,"Ailanthus altissima","Invasive","Andalucía"
"154",-5.697991,37.932416,"Ailanthus altissima","Invasive","Andalucía"
"155",-3.067905,36.762232,"Ailanthus altissima","Invasive","Andalucía"
"156",-3.585758,37.180856,"Ailanthus altissima","Invasive","Andalucía"
"157",-4.088155,37.591075,"Ailanthus altissima","Invasive","Andalucía"
"158",-5.920501,37.287518,"Ailanthus altissima","Invasive","Andalucía"
"159",-4.554799,37.018135,"Ailanthus altissima","Invasive","Andalucía"
"160",-2.596699,36.808879,"Ailanthus altissima","Invasive","Andalucía"
"161",-5.389797,36.840501,"Ailanthus altissima","Invasive","Andalucía"
"162",-4.578645,37.015884,"Ailanthus altissima","Invasive","Andalucía"
"163",-5.234328,37.45236,"Ailanthus altissima","Invasive","Andalucía"
"164",-4.568311,37.02423,"Ailanthus altissima","Invasive","Andalucía"
"165",-5.99096,37.38825,"Ailanthus altissima","Invasive","Andalucía"
"166",-4.803003,37.917653,"Ailanthus altissima","Invasive","Andalucía"
"167",-5.950277,36.25272,"Ailanthus altissima","Invasive","Andalucía"
"168",-3.487043,37.181402,"Ailanthus altissima","Invasive","Andalucía"
"169",-4.846068,37.574205,"Ailanthus altissima","Invasive","Andalucía"
"170",-6.035549,37.424054,"Ailanthus altissima","Invasive","Andalucía"
"171",-3.926667,37.461111,"Ailanthus altissima","Invasive","Andalucía"
"172",-6.108981,37.580753,"Ailanthus altissima","Invasive","Andalucía"
"173",-3.749074,37.753356,"Ailanthus altissima","Invasive","Andalucía"
"174",-4.728151,37.03445,"Ailanthus altissima","Invasive","Andalucía"
"175",-5.348615,36.164758,"Ailanthus altissima","Invasive","Andalucía"
"176",-4.661308,36.578431,"Ailanthus altissima","Invasive","Andalucía"
"177",-2.616601,37.029575,"Ailanthus altissima","Invasive","Andalucía"
"178",-4.766589,37.885468,"Ailanthus altissima","Invasive","Andalucía"
"179",-2.774444,36.999167,"Ailanthus altissima","Invasive","Andalucía"
"180",-3.456619,37.648542,"Ailanthus altissima","Invasive","Andalucía"
"181",-5.975356,37.369419,"Ailanthus altissima","Invasive","Andalucía"
"182",-4.498611,37.416389,"Ailanthus altissima","Invasive","Andalucía"
"183",-4.449262,37.468568,"Ailanthus altissima","Invasive","Andalucía"
"184",-3.696091,37.177756,"Ambrosia artemisiifolia","Invasive","Andalucía"
"185",-3.407673,38.022414,"Ambrosia artemisiifolia","Invasive","Andalucía"
"186",-6.732069,37.272469,"Ambrosia artemisiifolia","Invasive","Andalucía"
"187",-4.63781,36.58469,"Ambrosia artemisiifolia","Invasive","Andalucía"
"188",-3.8638,36.7528,"Ambrosia artemisiifolia","Invasive","Andalucía"
"189",-4.6311609781303,36.5787374617084,"Ambrosia artemisiifolia","Invasive","Andalucía"
"190",-6.15119028254355,36.6987238362998,"Ambrosia artemisiifolia","Invasive","Andalucía"
"191",-4.573268,36.676327,"Araujia sericifera","Invasive","Andalucía"
"192",-3.613963,37.172647,"Araujia sericifera","Invasive","Andalucía"
"193",-6.370001,36.768235,"Araujia sericifera","Invasive","Andalucía"
"194",-6.148805,36.421991,"Asparagus asparagoides","Invasive","Andalucía"
"195",-7.13122268321344,37.6187288617192,"Asparagus asparagoides","Invasive","Andalucía"
"196",-7.11122199593523,37.5987287334053,"Asparagus asparagoides","Invasive","Andalucía"
"197",-6.1611861834317,36.4287193982863,"Asparagus asparagoides","Invasive","Andalucía"
"198",-6.26119080959107,36.6087212478217,"Asparagus asparagoides","Invasive","Andalucía"
"199",-5.42116936176775,36.1987233266088,"Asparagus asparagoides","Invasive","Andalucía"
"200",-4.3947,36.73042,"Buddleja davidii","Invasive","Andalucía"
"201",-4.44352,36.72754,"Buddleja davidii","Invasive","Andalucía"
"202",-3.0126,37.9007,"Buddleja davidii","Invasive","Andalucía"
"203",-3.006,37.907,"Buddleja davidii","Invasive","Andalucía"
"204",-6.55459,36.998743,"Carpobrotus acinaciformis","Invasive","Andalucía"
"205",-6.393158,36.63609,"Carpobrotus acinaciformis","Invasive","Andalucía"
"206",-6.339693,36.673873,"Carpobrotus acinaciformis","Invasive","Andalucía"
"207",-6.386803,36.628673,"Carpobrotus acinaciformis","Invasive","Andalucía"
"208",-3.418396,36.695958,"Carpobrotus acinaciformis","Invasive","Andalucía"
"209",-6.562443,37.002552,"Carpobrotus acinaciformis","Invasive","Andalucía"
"210",-6.568706,37.007179,"Carpobrotus acinaciformis","Invasive","Andalucía"
"211",-6.525857,36.985245,"Carpobrotus acinaciformis","Invasive","Andalucía"
"212",-6.621408,37.041752,"Carpobrotus acinaciformis","Invasive","Andalucía"
"213",-6.607679,37.13475,"Carpobrotus acinaciformis","Invasive","Andalucía"
"214",-6.22,36.6,"Carpobrotus acinaciformis","Invasive","Andalucía"
"215",-6.17,36.38,"Carpobrotus acinaciformis","Invasive","Andalucía"
"216",-6.566691,37.0485,"Carpobrotus acinaciformis","Invasive","Andalucía"
"217",-5.65,36.06,"Carpobrotus acinaciformis","Invasive","Andalucía"
"218",-6.551555,36.996137,"Carpobrotus edulis","Invasive","Andalucía"
"219",-6.014349,37.386071,"Carpobrotus edulis","Invasive","Andalucía"
"220",-6.231331,36.623186,"Carpobrotus edulis","Invasive","Andalucía"
"221",-6.771292,37.111767,"Carpobrotus edulis","Invasive","Andalucía"
"222",-2.895639,36.737819,"Carpobrotus edulis","Invasive","Andalucía"
"223",-4.147384,36.885914,"Carpobrotus edulis","Invasive","Andalucía"
"224",-6.757413,37.106147,"Carpobrotus edulis","Invasive","Andalucía"
"225",-2.882638,36.725395,"Carpobrotus edulis","Invasive","Andalucía"
"226",-2.702451,36.685316,"Carpobrotus edulis","Invasive","Andalucía"
"227",-2.005582,36.884651,"Carpobrotus edulis","Invasive","Andalucía"
"228",-2.403437,36.830798,"Carpobrotus edulis","Invasive","Andalucía"
"229",-6.222534,36.568109,"Carpobrotus edulis","Invasive","Andalucía"
"230",-6.339693,36.673873,"Carpobrotus edulis","Invasive","Andalucía"
"231",-2.590238,36.805554,"Carpobrotus edulis","Invasive","Andalucía"
"232",-6.218648,36.40758,"Carpobrotus edulis","Invasive","Andalucía"
"233",-4.016196,36.793695,"Carpobrotus edulis","Invasive","Andalucía"
"234",-7.074301,37.214697,"Carpobrotus edulis","Invasive","Andalucía"
"235",-2.592328,36.807107,"Carpobrotus edulis","Invasive","Andalucía"
"236",-6.222808,36.604358,"Carpobrotus edulis","Invasive","Andalucía"
"237",-6.222836,36.604298,"Carpobrotus edulis","Invasive","Andalucía"
"238",-3.550965,36.983606,"Carpobrotus edulis","Invasive","Andalucía"
"239",-2.108975,36.787395,"Carpobrotus edulis","Invasive","Andalucía"
"240",-6.222923,36.604198,"Carpobrotus edulis","Invasive","Andalucía"
"241",-5.910326,37.281717,"Carpobrotus edulis","Invasive","Andalucía"
"242",-3.472607,37.989593,"Carpobrotus edulis","Invasive","Andalucía"
"243",-7.233768,37.253464,"Carpobrotus edulis","Invasive","Andalucía"
"244",-7.226724,37.2187,"Carpobrotus edulis","Invasive","Andalucía"
"245",-2.470692,36.840543,"Carpobrotus edulis","Invasive","Andalucía"
"246",-2.700162,36.800429,"Carpobrotus edulis","Invasive","Andalucía"
"247",-3.729722,36.726111,"Carpobrotus edulis","Invasive","Andalucía"
"248",-3.973529,37.718171,"Carpobrotus edulis","Invasive","Andalucía"
"249",-5.107595,36.434957,"Carpobrotus edulis","Invasive","Andalucía"
"250",-4.685527,37.950434,"Carpobrotus edulis","Invasive","Andalucía"
"251",-4.685617,37.950337,"Carpobrotus edulis","Invasive","Andalucía"
"252",-3.208256,37.324858,"Carpobrotus edulis","Invasive","Andalucía"
"253",-6.393355,36.635903,"Carpobrotus edulis","Invasive","Andalucía"
"254",-3.93031,36.795223,"Carpobrotus edulis","Invasive","Andalucía"
"255",-5.599962,36.011948,"Carpobrotus edulis","Invasive","Andalucía"
"256",-5.338611,36.860556,"Carpobrotus edulis","Invasive","Andalucía"
"257",-6.7155,37.280689,"Carpobrotus edulis","Invasive","Andalucía"
"258",-6.221667,36.568611,"Carpobrotus edulis","Invasive","Andalucía"
"259",-4.904553,36.52211,"Carpobrotus edulis","Invasive","Andalucía"
"260",-4.600585,36.675312,"Carpobrotus edulis","Invasive","Andalucía"
"261",-6.369327,36.621929,"Carpobrotus edulis","Invasive","Andalucía"
"262",-4.647171,36.552584,"Carpobrotus edulis","Invasive","Andalucía"
"263",-7.042981,37.209993,"Carpobrotus edulis","Invasive","Andalucía"
"264",-6.940231,37.272028,"Carpobrotus edulis","Invasive","Andalucía"
"265",-5.34521,36.191389,"Carpobrotus edulis","Invasive","Andalucía"
"266",-6.071625,36.23267,"Carpobrotus edulis","Invasive","Andalucía"
"267",-6.28415,36.607528,"Carpobrotus edulis","Invasive","Andalucía"
"268",-4.41979,36.725571,"Carpobrotus edulis","Invasive","Andalucía"
"269",-6.566691,37.0485,"Carpobrotus edulis","Invasive","Andalucía"
"270",-5.330428,36.201295,"Carpobrotus edulis","Invasive","Andalucía"
"271",-3.779155,37.788955,"Carpobrotus edulis","Invasive","Andalucía"
"272",-4.012778,36.786389,"Carpobrotus edulis","Invasive","Andalucía"
"273",-2.388819,37.057258,"Carpobrotus edulis","Invasive","Andalucía"
"274",-6.172185,37.681341,"Carpobrotus edulis","Invasive","Andalucía"
"275",-3.889661,36.744644,"Carpobrotus edulis","Invasive","Andalucía"
"276",-4.875832,36.508153,"Carpobrotus edulis","Invasive","Andalucía"
"277",-3.95525,36.821082,"Carpobrotus edulis","Invasive","Andalucía"
"278",-4.482984,36.71984,"Carpobrotus edulis","Invasive","Andalucía"
"279",-5.81968,36.335103,"Carpobrotus edulis","Invasive","Andalucía"
"280",-3.420644,36.902889,"Carpobrotus edulis","Invasive","Andalucía"
"281",-3.627454,37.163414,"Carpobrotus edulis","Invasive","Andalucía"
"282",-2.306225,36.83902,"Carpobrotus edulis","Invasive","Andalucía"
"283",-4.588856,36.572395,"Carpobrotus edulis","Invasive","Andalucía"
"284",-3.728008,36.725185,"Carpobrotus edulis","Invasive","Andalucía"
"285",-2.406957,36.828026,"Carpobrotus edulis","Invasive","Andalucía"
"286",-3.697825,36.731098,"Carpobrotus edulis","Invasive","Andalucía"
"287",-5.130142,36.427678,"Carpobrotus edulis","Invasive","Andalucía"
"288",-4.452871,36.714668,"Carpobrotus edulis","Invasive","Andalucía"
"289",-5.608005,36.010601,"Carpobrotus edulis","Invasive","Andalucía"
"290",-6.084312,36.741567,"Carpobrotus edulis","Invasive","Andalucía"
"291",-6.026731,37.387316,"Carpobrotus edulis","Invasive","Andalucía"
"292",-6.836388,37.380577,"Carpobrotus edulis","Invasive","Andalucía"
"293",-1.859423,37.248295,"Carpobrotus edulis","Invasive","Andalucía"
"294",-5.851859,36.401642,"Carpobrotus edulis","Invasive","Andalucía"
"295",-6.387946,36.766689,"Carpobrotus edulis","Invasive","Andalucía"
"296",-4.445896,36.723265,"Carpobrotus edulis","Invasive","Andalucía"
"297",-3.660174,37.241256,"Carpobrotus edulis","Invasive","Andalucía"
"298",-5.936811,37.476458,"Carpobrotus edulis","Invasive","Andalucía"
"299",-1.819804,37.188384,"Carpobrotus edulis","Invasive","Andalucía"
"300",-4.203216,36.724062,"Carpobrotus edulis","Invasive","Andalucía"
"301",-3.599227,37.198314,"Carpobrotus edulis","Invasive","Andalucía"
"302",-4.439682,36.715853,"Carpobrotus edulis","Invasive","Andalucía"
"303",-3.552303,37.234756,"Carpobrotus edulis","Invasive","Andalucía"
"304",-6.385625,36.62861,"Carpobrotus edulis","Invasive","Andalucía"
"305",-6.392486,36.638844,"Carpobrotus edulis","Invasive","Andalucía"
"306",-3.777857,37.7878,"Carpobrotus edulis","Invasive","Andalucía"
"307",-6.352,37.688,"Egeria densa","Invasive","Andalucía"
"308",-6.33120960657244,37.6887384790222,"Egeria densa","Invasive","Andalucía"
"309",-5.77,36.09,"Eichhornia crassipes","Invasive","Andalucía"
"310",-5.49117956386612,36.7687317751706,"Elodea canadensis","Invasive","Andalucía"
"311",-5.441144,36.1906,"Fallopia baldschuanica","Invasive","Andalucía"
"312",-3.600036,37.172912,"Fallopia baldschuanica","Invasive","Andalucía"
"313",-5.166945,36.738949,"Fallopia baldschuanica","Invasive","Andalucía"
"314",-2.51,37.28,"Fallopia baldschuanica","Invasive","Andalucía"
"315",-4.779,37.876,"Fallopia baldschuanica","Invasive","Andalucía"
"316",-4.32,37.62,"Fallopia baldschuanica","Invasive","Andalucía"
"317",-4.77,37.87,"Fallopia baldschuanica","Invasive","Andalucía"
"318",-4.43328,36.71869,"Fallopia baldschuanica","Invasive","Andalucía"
"319",-5.2869,36.77,"Fallopia baldschuanica","Invasive","Andalucía"
"320",-6.67121886398444,37.8787381773597,"Fallopia baldschuanica","Invasive","Andalucía"
"321",-6.56121689811003,37.878739337854,"Fallopia baldschuanica","Invasive","Andalucía"
"322",-3.28114405206383,37.0887596307381,"Fallopia baldschuanica","Invasive","Andalucía"
"323",-4.41117060374263,37.4387541110497,"Fallopia baldschuanica","Invasive","Andalucía"
"324",-4.77118424983305,37.8687578765077,"Fallopia baldschuanica","Invasive","Andalucía"
"325",-6.15119028254355,36.6987238362998,"Fallopia baldschuanica","Invasive","Andalucía"
"326",-3.919258,37.461831,"Helianthus tuberosus","Invasive","Andalucía"
"327",-5.798063,36.719373,"Helianthus tuberosus","Invasive","Andalucía"
"328",-3.64238,37.159705,"Helianthus tuberosus","Invasive","Andalucía"
"329",-3.43662,36.879246,"Helianthus tuberosus","Invasive","Andalucía"
"330",-2.556156,38.109712,"Helianthus tuberosus","Invasive","Andalucía"
"331",-2.556191,38.109575,"Helianthus tuberosus","Invasive","Andalucía"
"332",-2.591498,38.382135,"Helianthus tuberosus","Invasive","Andalucía"
"333",-2.538275,37.810157,"Helianthus tuberosus","Invasive","Andalucía"
"334",-3.589766,37.190203,"Helianthus tuberosus","Invasive","Andalucía"
"335",-3.623067,37.136508,"Helianthus tuberosus","Invasive","Andalucía"
"336",-3.622851,37.136506,"Helianthus tuberosus","Invasive","Andalucía"
"337",-3.602585,37.111558,"Helianthus tuberosus","Invasive","Andalucía"
"338",-6.718931,37.865033,"Helianthus tuberosus","Invasive","Andalucía"
"339",-5.819412,37.201283,"Helianthus tuberosus","Invasive","Andalucía"
"340",-5.231048,37.783279,"Helianthus tuberosus","Invasive","Andalucía"
"341",-6.565392,37.894179,"Helianthus tuberosus","Invasive","Andalucía"
"342",-3.98291,36.98403,"Helianthus tuberosus","Invasive","Andalucía"
"343",-5.50854,36.757902,"Helianthus tuberosus","Invasive","Andalucía"
"344",-6.168064,36.351936,"Helianthus tuberosus","Invasive","Andalucía"
"345",-4.682953,36.641112,"Helianthus tuberosus","Invasive","Andalucía"
"346",-4.682948,36.641202,"Helianthus tuberosus","Invasive","Andalucía"
"347",-6.200588,37.384933,"Helianthus tuberosus","Invasive","Andalucía"
"348",-3.564884,37.181054,"Helianthus tuberosus","Invasive","Andalucía"
"349",-3.155729,37.33834,"Helianthus tuberosus","Invasive","Andalucía"
"350",-5.135671,36.813915,"Helianthus tuberosus","Invasive","Andalucía"
"351",-5.442434,36.1084,"Helianthus tuberosus","Invasive","Andalucía"
"352",-4.899932,38.128222,"Hydrocotyle ranunculoides","Invasive","Andalucía"
"353",-4.863888,36.742988,"Myriophyllum aquaticum","Invasive","Andalucía"
"354",-4.3947,36.73042,"Nymphaea mexicana","Invasive","Andalucía"
"355",-6.208063,36.439039,"Opuntia dillenii","Invasive","Andalucía"
"356",-6.231783,37.434734,"Opuntia dillenii","Invasive","Andalucía"
"357",-6.214002,36.575158,"Opuntia dillenii","Invasive","Andalucía"
"358",-6.339693,36.673873,"Opuntia dillenii","Invasive","Andalucía"
"359",-7.407893,37.252972,"Opuntia dillenii","Invasive","Andalucía"
"360",-7.465925,37.469702,"Opuntia dillenii","Invasive","Andalucía"
"361",-6.143078,36.476296,"Opuntia dillenii","Invasive","Andalucía"
"362",-5.9409,36.188148,"Opuntia dillenii","Invasive","Andalucía"
"363",-6.391831,36.641548,"Opuntia dillenii","Invasive","Andalucía"
"364",-2.023358,36.836458,"Opuntia dillenii","Invasive","Andalucía"
"365",-5.30611,36.683343,"Opuntia dillenii","Invasive","Andalucía"
"366",-6.41,37.1,"Opuntia dillenii","Invasive","Andalucía"
"367",-7.14121689548492,37.2587227091347,"Opuntia dillenii","Invasive","Andalucía"
"368",-6.30119503254398,36.8287243967776,"Opuntia dillenii","Invasive","Andalucía"
"369",-4.53843,36.581199,"Opuntia maxima","Invasive","Andalucía"
"370",-3.96,38.14,"Opuntia maxima","Invasive","Andalucía"
"371",-3.99,38.08,"Opuntia maxima","Invasive","Andalucía"
"372",-3.115229,36.78597,"Opuntia maxima","Invasive","Andalucía"
"373",-4.62647,36.70446,"Opuntia maxima","Invasive","Andalucía"
"374",-6.122592,36.486716,"Opuntia stricta","Invasive","Andalucía"
"375",-6.216288,36.5721,"Opuntia stricta","Invasive","Andalucía"
"376",-5.929884,37.299322,"Opuntia stricta","Invasive","Andalucía"
"377",-5.773344,36.088027,"Opuntia stricta","Invasive","Andalucía"
"378",-6.208063,36.439039,"Opuntia stricta","Invasive","Andalucía"
"379",-6.375572,36.624983,"Opuntia stricta","Invasive","Andalucía"
